PM2_5,PM10,SO2,NO2,CO,O3,Speed,Direction,TEMP,RH,PSFC,lat,lon,AQI,Major pollutants,AQI-Difference,id,Group
1.39,1.04,0.08,0.06,1.2,19.98,18.81,102,253.09,46.84,61872.96,39.02,97.6,19.98,O3,0,25907,20
1.36,1.01,0.08,0.06,1.3,20.8,19.6,102,254.17,44.25,62433.11,39.03,97.77,20.8,O3,0,25908,20
1.34,1,0.08,0.06,1.3,20.89,17.09,103,255.51,40.4,63300.19,39.04,97.94,20.89,O3,0,25909,20
1.34,1,0.07,0.07,1.3,20.74,14.82,113,254.91,42.32,62876.4,39.05,98.12,20.74,O3,0,25910,20
1.33,0.99,0.08,0.09,1.3,20.77,13.02,113,254.18,44.39,61942.54,39.06,98.29,20.77,O3,0,25911,20
1.37,1.03,0.09,0.11,1.3,20.54,11.09,98,253.52,46.6,61224.58,39.07,98.47,20.54,O3,0,25912,20
1.43,1.07,0.09,0.13,1.3,20.32,12.09,92,252.05,52.17,59829.09,39.08,98.64,20.32,O3,0,25913,20
1.46,1.11,0.11,0.14,1.3,20,13.97,95,252.83,51.11,60305.36,39.08,98.81,20,O3,0,25914,20
1.6,1.21,0.13,0.18,1.3,20.23,14.01,99,255.52,45.76,62871.6,39.09,98.99,20.23,O3,0,25915,20
2.2,1.7,0.2,0.36,1.4,19.65,12.66,111,257.96,43.82,66854.45,39.1,99.16,19.65,O3,0,25916,20
3.27,2.59,0.32,0.64,1.5,18.86,10.1,129,260.04,45.9,73188.43,39.11,99.34,18.86,O3,0,25917,2571
3.93,3.13,0.38,0.8,1.5,18.27,5.89,132,259.63,56.83,77392.11,39.11,99.51,18.27,O3,0,25918,2571
4.19,3.32,0.41,0.86,1.5,18.02,6.01,108,258.61,64.29,77025.05,39.12,99.68,18.02,O3,0,25919,2571
4.39,3.48,0.42,0.91,1.6,17.78,8.51,91,259.89,59.51,78444.43,39.13,99.86,17.78,O3,0,25920,528
5.76,4.63,0.6,1.27,1.7,17.38,7.29,85,263.7,47.15,83713.71,39.13,100.03,17.38,O3,0,25921,528
11.2,9.19,1.35,2.77,2.1,16.42,3.89,73,263.75,48.35,86476.96,39.14,100.21,16.42,O3,0,25922,528
41.93,34.46,5.73,9.73,4,13.07,2.44,22,261.42,57.44,85801.27,39.15,100.38,41.93,PM2.5,0,25923,-1
32.23,26.24,4.06,6.67,3.3,15.27,5.07,18,260.42,61.01,83332.38,39.15,100.55,32.23,PM2.5,0,25924,-1
28.8,23.38,3.5,5.84,3.1,15.56,9.62,57,258.69,66.79,79649.9,39.16,100.73,28.8,PM2.5,0,25925,-1
21.31,17.2,2.56,4.46,2.6,16.46,15.94,86,259.58,58.16,79133.62,39.16,100.9,21.31,PM2.5,0,25926,1616
18.39,14.72,2.28,3.91,2.4,16.54,17.9,100,262.6,46.84,82138.96,39.17,101.08,18.39,PM2.5,0,25927,20
17.41,13.9,2.17,3.72,2.3,16.13,14.87,106,264.5,42.9,84809.49,39.17,101.25,17.41,PM2.5,0,25928,20
16.49,13.18,2.06,3.53,2.3,15.67,11.9,108,264.64,44.08,85866.23,39.18,101.42,16.49,PM2.5,0,25929,20
15.39,12.32,2.16,3.43,2.2,15.29,11.61,113,263.64,48.32,85553.45,39.18,101.6,15.39,PM2.5,0,25930,20
13.61,10.87,1.88,2.98,2.1,15.35,13.09,116,262.1,53.95,84216.05,39.19,101.77,15.35,O3,0,25931,20
11.49,9.11,1.54,2.4,2,15.8,14.75,117,261.17,58.31,83045.76,39.19,101.95,15.8,O3,0,25932,6
10.04,7.91,1.31,1.98,2,15.95,15.39,118,260.65,60.69,82362.89,39.19,102.12,15.95,O3,0,25933,6
8.8,6.9,1.12,1.62,1.9,15.92,14.1,120,261.2,59.74,82959.02,39.2,102.3,15.92,O3,0,25934,6
7.59,5.91,0.89,1.3,1.9,16.04,11.11,123,262.78,56.26,84876.38,39.2,102.47,16.04,O3,0,25935,6
6.47,5.03,0.75,1.03,1.8,15.74,8.49,124,263.73,57.07,86266.11,39.2,102.65,15.74,O3,0,25936,6
5.73,4.44,0.62,0.83,1.8,15.8,7.55,121,263.5,61.33,86247.91,39.21,102.82,15.8,O3,0,25937,6
5.29,4.08,0.57,0.71,1.8,15.33,7.8,117,262.81,66.1,85624.32,39.21,102.99,15.33,O3,0,25938,6
4.96,3.82,0.54,0.61,1.8,15.25,8.08,114,262.61,67.56,85610.48,39.21,103.17,15.25,O3,0,25939,104
4.71,3.63,0.51,0.54,1.8,14.92,7.67,111,263.09,63.3,86469.45,39.21,103.34,14.92,O3,0,25940,104
4.61,3.55,0.49,0.48,1.8,14.76,7.13,108,263.44,56.82,87136.02,39.22,103.52,14.76,O3,0,25941,104
4.53,3.47,0.48,0.45,1.8,14.61,7.32,109,263.19,52.32,86992.68,39.22,103.69,14.61,O3,0,25942,104
4.34,3.33,0.46,0.41,1.7,14.57,8.3,111,262.74,50.19,86517.88,39.22,103.87,14.57,O3,0,25943,104
4.07,3.11,0.44,0.36,1.7,14.57,9.52,112,262.6,48.75,86412.95,39.22,104.04,14.57,O3,0,25944,104
3.8,2.9,0.42,0.33,1.7,14.8,10.27,111,262.73,47.83,86689.31,39.22,104.21,14.8,O3,0,25945,104
3.54,2.71,0.4,0.29,1.7,14.81,10.58,111,262.6,48.51,86729.9,39.22,104.39,14.81,O3,0,25946,104
3.34,2.54,0.39,0.27,1.7,14.84,10.71,111,262.42,49.47,86724.74,39.22,104.56,14.84,O3,0,25947,104
3.14,2.4,0.38,0.25,1.7,14.8,10.4,112,262.45,49.54,86957.99,39.22,104.74,14.8,O3,0,25948,104
2.96,2.26,0.37,0.23,1.7,14.64,9.53,114,262.62,48.79,87427.34,39.22,104.91,14.64,O3,0,25949,104
2.83,2.16,0.35,0.23,1.7,14.85,8.17,115,262.74,47.93,88018.28,39.22,105.09,14.85,O3,0,25950,104
2.83,2.16,0.34,0.24,1.7,14.92,6.64,113,262.75,47.79,88474.84,39.22,105.26,14.92,O3,0,25951,104
2.9,2.21,0.34,0.26,1.7,15.02,5.9,105,262.26,49.29,88124.12,39.22,105.44,15.02,O3,0,25952,104
2.99,2.26,0.34,0.32,1.7,15.13,5.87,91,261.5,51.93,87250.23,39.22,105.61,15.13,O3,0,25953,1580
3.89,3.08,0.87,0.81,1.8,15.04,7.25,68,260.7,55.22,86606.13,39.22,105.79,15.04,O3,0,25954,1580
3.9,3.09,0.85,0.84,1.7,15.39,10.26,76,259.29,60.29,84728.62,39.22,105.96,15.39,O3,0,25955,1580
3.77,2.97,0.99,0.9,1.7,15.82,14.03,96,258.44,62.95,83496.95,39.22,106.13,15.82,O3,0,25956,2347
5.17,4.22,3.02,2.17,1.7,15.4,16.96,111,258.16,63.15,83073.1,39.22,106.31,15.4,O3,0,25957,2347
5.74,4.72,3.6,2.68,1.8,14.95,16.06,121,257.95,62.79,82676.62,39.22,106.48,14.95,O3,0,25958,6
7.27,6.3,4.36,3.88,1.9,13.23,9.67,135,260.35,54.41,85916.67,39.21,106.66,13.23,O3,0,25959,6
14.4,13.19,9.78,9.36,2.3,9.9,6.16,163,261.93,49.64,88972.66,39.21,106.83,14.4,PM2.5,0,25960,914
14.57,13.38,10.65,10.08,2.3,9.02,8.12,152,261.1,51.57,88222.66,39.21,107.01,14.57,PM2.5,0,25961,914
11.76,10.75,9.21,8.84,2.1,9.92,11.37,139,260.34,53.14,87266.64,39.21,107.18,11.76,PM2.5,0,25962,6
9.19,8.33,7.57,7.23,2,11.36,12.01,136,260.34,51.67,87116.11,39.2,107.35,11.36,O3,0,25963,6
7.71,6.94,6.39,6.03,1.9,12.34,11.67,133,260.28,50.21,86926.23,39.2,107.53,12.34,O3,0,25964,6
7.2,6.45,5.9,5.46,1.9,12.9,11.73,129,259.88,49.55,86296.98,39.2,107.7,12.9,O3,0,25965,6
7.16,6.37,5.72,5.18,1.9,13.25,12.24,126,259.54,48.9,85754.15,39.19,107.88,13.25,O3,0,25966,4
6.16,5.4,4.73,4.24,1.8,13.95,12.53,126,259.47,47.45,85645.83,39.19,108.05,13.95,O3,0,25967,4
5.29,4.57,3.71,3.4,1.8,14.86,12.35,126,259.12,47.75,85264.09,39.19,108.23,14.86,O3,0,25968,4
4.67,3.98,2.98,2.75,1.7,15.37,12.42,127,258.95,48.24,85183.85,39.18,108.4,15.37,O3,0,25969,6
4.36,3.64,2.43,2.27,1.7,15.53,12.22,129,259.02,48.97,85588.39,39.18,108.58,15.53,O3,0,25970,6
4.07,3.37,1.96,1.87,1.7,15.7,11.14,131,259.03,50.69,85956.71,39.17,108.75,15.7,O3,0,25971,6
3.84,3.17,1.61,1.55,1.7,15.94,9.46,132,259.32,53.01,86453.05,39.17,108.92,15.94,O3,0,25972,6
4.14,3.41,1.42,1.49,1.7,15.79,8.55,133,259.15,54.61,86755.27,39.16,109.1,15.79,O3,0,25973,6
4.43,3.64,1.24,1.4,1.7,15.79,8.73,131,258.73,57.34,86617.56,39.16,109.27,15.79,O3,0,25974,6
4.53,3.73,1.14,1.29,1.7,15.98,9.19,127,258.32,60.26,86219.99,39.15,109.45,15.98,O3,0,25975,6
5.14,4.26,1.18,1.38,1.7,15.91,9.73,123,258.35,61.65,86213.67,39.15,109.62,15.91,O3,0,25976,4
6.61,5.64,1.56,1.92,1.8,15.54,9.36,121,258.76,60.66,86673.39,39.14,109.79,15.54,O3,0,25977,4
7.81,6.78,1.98,2.44,1.9,15.22,8.6,121,259.27,60.53,86962.97,39.13,109.97,15.22,O3,0,25978,4
10.31,9.09,2.77,3.58,2.1,14.17,7.81,125,259.61,60.88,87273.99,39.13,110.14,14.17,O3,0,25979,4
13.61,12.1,4.15,5.89,2.2,12.38,6.27,138,259.71,62.05,88057.99,39.12,110.32,13.61,PM2.5,0,25980,390
16.4,14.6,4.95,7.12,2.4,11.47,4.59,150,258.65,66.47,88132.18,39.11,110.49,16.4,PM2.5,0,25981,838
18.01,15.99,4.84,7.21,2.5,11.3,5.09,144,257.82,68.68,87723.48,39.11,110.66,18.01,PM2.5,0,25982,-1
18.79,16.7,4.83,7.78,2.5,10.87,6.48,138,258.54,63.79,88923.83,39.1,110.84,18.79,PM2.5,0,25983,390
25.26,22.36,8.32,10.64,2.9,9.17,5.38,139,259.05,61.79,90513.31,39.09,111.01,25.26,PM2.5,0,25984,390
33.76,29.58,12.6,13.73,3.4,7.51,3.32,129,257.32,72.31,89645.43,39.08,111.19,33.76,PM2.5,0,25985,390
33.84,29.36,11.6,13.23,3.4,7.77,5.07,111,255.77,79.14,87275.77,39.08,111.36,33.84,PM2.5,0,25986,4
32.54,28.09,10.18,12.54,3.3,8.09,8.75,111,255.33,80.26,85997.3,39.07,111.53,32.54,PM2.5,0,25987,4
28.7,24.53,8.39,11.16,3.1,9.03,10.33,111,255.59,76.35,85810.01,39.06,111.71,28.7,PM2.5,0,25988,4
25.81,21.77,7.18,10.06,2.9,9.86,10.74,104,254.95,78.64,84981.3,39.05,111.88,25.81,PM2.5,0,25989,4
21.44,17.7,5.96,8.61,2.5,11.15,13.73,103,253.21,85.46,82593.98,39.04,112.06,21.44,PM2.5,0,25990,4
17.63,14.38,5.11,7.31,2.3,12.68,16.78,106,253.06,80.21,81513.47,39.03,112.23,17.63,PM2.5,0,25991,4
18.43,14.76,5.43,7.57,2.4,12.4,16.11,113,254.81,68.5,82989.6,39.02,112.4,18.43,PM2.5,0,25992,4
19.33,15.55,5.59,7.81,2.5,12.06,13.26,127,256.45,61.27,85002.61,39.01,112.58,19.33,PM2.5,0,25993,-1
24.03,19.55,6.68,9.13,2.8,10.75,11.63,144,258.75,53.35,88352.09,39.01,112.75,24.03,PM2.5,0,25994,-1
31.57,26.07,8.5,11.03,3.3,9.01,8.44,154,259.2,52.63,90024.78,39,112.92,31.57,PM2.5,0,25995,1199
35.14,28.62,8.95,11.43,3.5,8.35,7.93,153,255.3,69.23,85484.35,38.98,113.1,35.14,PM2.5,0,25996,1199
29.59,23.97,7.42,9.89,3.1,9.38,12,140,251.89,85.65,80769.26,38.97,113.27,29.59,PM2.5,0,25997,6
20,16.08,5.33,7.18,2.5,12.02,17.04,129,251.53,80.18,79025.26,38.96,113.44,20,PM2.5,0,25998,6
19.17,15.39,5.15,7.08,2.5,12.35,19.66,121,252.86,67.82,79348.6,38.95,113.62,19.17,PM2.5,0,25999,6
20.6,16.21,5.34,7.53,2.5,11.44,15.33,123,256.93,52.85,84270.9,38.94,113.79,20.6,PM2.5,0,26000,6
22.54,17.72,5.45,8.17,2.6,10.54,11.14,146,260.86,44.75,90620.7,38.93,113.96,22.54,PM2.5,0,26001,1229
23.16,18.28,5.51,8.48,2.7,10.36,12.13,149,263.4,39.94,94539.59,38.92,114.14,23.16,PM2.5,0,26002,1229
23.64,18.51,5.49,8.62,2.7,10.25,14.24,142,264.56,36.93,95941.86,38.91,114.31,23.64,PM2.5,0,26003,6
24.07,18.75,5.52,8.79,2.8,10.2,14.84,142,264.95,35.53,96221.77,38.9,114.48,24.07,PM2.5,0,26004,6
25.67,20.02,5.63,9.26,2.9,9.81,11.33,145,265.87,33.98,97806.05,38.88,114.66,25.67,PM2.5,0,26005,6
29.04,22.78,5.87,10.06,3.1,9.1,5.95,150,266.25,34.31,99350.52,38.87,114.83,29.04,PM2.5,0,26006,4409
36.37,28.81,6.53,11.71,3.6,7.72,6.26,147,266.78,33.4,100310.55,38.86,115,36.37,PM2.5,0,26007,4409
59.01,49.86,10.32,17.77,5.2,3.87,7.03,149,266.49,36.2,101249.73,38.85,115.18,59.01,PM2.5,0,26008,4409
127.19,83.81,21.99,23.96,10.1,0.39,6.43,168,264.6,48.19,101770.41,38.83,115.35,127.19,PM2.5,0,26009,480
244.82,141.48,38.35,24.93,18.2,0.33,4.34,-178,262.61,78.02,101945.54,38.82,115.52,244.82,PM2.5,0,26010,480
261.88,149.64,36.09,24.43,18.8,0.45,3.1,-171,262.09,89.2,101948.03,38.81,115.69,261.88,PM2.5,0,26011,780
256.78,145.9,31.97,24.12,18,0.52,3.03,-163,262.49,85.98,101881.81,38.79,115.87,256.78,PM2.5,0,26012,780
239.95,136.86,30.79,24.51,17,0.46,3.55,-164,262.88,82.26,101805.84,38.78,116.04,239.95,PM2.5,0,26013,780
209.38,119.25,26.15,24.69,14.9,0.4,4.14,-172,263.1,77.77,101761.14,38.76,116.21,209.38,PM2.5,0,26014,780
179.17,105.14,21.55,24.71,13.2,0.38,4.72,179,263.2,74.08,101795.09,38.75,116.38,179.17,PM2.5,0,26015,480
170.23,101.31,19.94,24.68,12.7,0.38,5.05,170,263.34,70.46,101873.26,38.74,116.56,170.23,PM2.5,0,26016,480
175.26,103.25,19.88,24.77,13.1,0.37,5.18,161,263.54,67.59,101878.14,38.72,116.73,175.26,PM2.5,0,26017,480
187.04,108.11,21.12,25.02,13.8,0.34,5.2,149,263.61,66.53,101843.14,38.71,116.9,187.04,PM2.5,0,26018,292
204.11,115.83,23.28,25.41,14.9,0.32,5.21,134,263.69,66.64,101840.06,38.69,117.07,204.11,PM2.5,0,26019,292
220.81,125.67,26.04,25.82,16.3,0.31,5.23,118,263.67,66.89,101851.16,38.67,117.25,220.81,PM2.5,0,26020,886
207.16,117.78,24.7,25.96,15.1,0.33,6.41,115,263.84,66.37,101858.27,38.66,117.42,207.16,PM2.5,0,26021,886
2.23,1.61,0.04,1.29,1.2,21.77,18.51,24,255.83,19.47,52979.19,36.22,76.11,21.77,O3,0,26022,229
1.96,1.42,0.04,1.07,1.2,22.22,14.92,20,258,15.8,54234,36.26,76.27,22.22,O3,0,26023,229
1.84,1.33,0.04,1,1.2,21.87,15.22,34,257.21,14.01,52894.64,36.29,76.44,21.87,O3,0,26024,-1
1.67,1.22,0.04,0.86,1.2,22.71,18.65,52,261.89,10.62,55454.8,36.33,76.6,22.71,O3,0,26025,859
1.64,1.2,0.04,0.87,1.2,22.75,17.38,53,265.62,9.81,58666.59,36.36,76.76,22.75,O3,0,26026,859
1.61,1.18,0.04,0.88,1.2,22.85,14.36,48,263.99,10.56,57828.57,36.4,76.92,22.85,O3,0,26027,859
1.54,1.14,0.04,0.83,1.2,21.94,14.17,50,262.79,10.34,56707.12,36.44,77.09,21.94,O3,0,26028,859
1.47,1.09,0.05,0.76,1.1,21.09,14.69,61,260.94,10.84,54884.75,36.47,77.25,21.09,O3,0,26029,268
1.4,1.03,0.04,0.69,1.1,21.04,16.41,72,258.82,11.98,52857.84,36.51,77.41,21.04,O3,0,26030,268
1.34,0.99,0.04,0.63,1.1,21.4,18.01,78,259.44,11.76,52864.46,36.54,77.58,21.4,O3,0,26031,268
1.36,0.98,0.04,0.64,1.1,21.46,16.51,82,260.55,10.41,53766.14,36.57,77.74,21.46,O3,0,26032,268
1.36,0.99,0.04,0.63,1.1,21.11,13.28,82,260.64,9.83,54371.75,36.61,77.9,21.11,O3,0,26033,268
1.37,1.01,0.04,0.65,1.2,21.47,11.54,74,262.35,8.81,56349.82,36.64,78.07,21.47,O3,0,26034,268
1.39,1.02,0.04,0.67,1.2,22.12,12.27,59,263.14,8.5,58120,36.68,78.23,22.12,O3,0,26035,268
1.37,1.01,0.04,0.65,1.2,22.49,14.89,62,263.67,8.98,58117.88,36.71,78.4,22.49,O3,0,26036,268
1.36,0.99,0.04,0.63,1.2,23.1,16.14,75,268.94,7.91,62026.43,36.74,78.56,23.1,O3,0,26037,268
1.36,0.99,0.04,0.62,1.2,22.97,13.42,86,273.23,6.91,66483.09,36.78,78.72,22.97,O3,0,26038,1575
1.63,1.21,0.06,0.59,1.2,22.77,10.54,94,273.52,7.52,68414.17,36.81,78.89,22.77,O3,0,26039,1575
2.79,2.1,0.14,0.58,1.3,22.18,8.91,98,273.8,9.43,71808.13,36.84,79.05,22.18,O3,0,26040,1575
3.93,3.02,0.24,0.61,1.4,22.09,6.73,118,272.24,15.44,75117.22,36.88,79.22,22.09,O3,0,26041,3131
14.47,11.31,1.14,1.25,2.1,21.33,2.81,137,268.69,30.31,78792.95,36.91,79.38,21.33,O3,0,26042,3131
39.29,31.12,3.72,3.6,3.8,16.36,0.9,174,266.46,45.64,81985.52,36.94,79.55,39.29,PM2.5,0,26043,-1
48.99,39.18,5.28,5.41,4.5,14.41,0.86,151,265.2,58.75,83759,36.97,79.71,48.99,PM2.5,0,26044,-1
55.16,45.06,6.48,6.92,5.1,12.71,0.96,127,264.3,71.16,85106.37,37,79.88,55.16,PM2.5,0,26045,-1
37.84,30.26,4.01,4.27,3.9,13.69,1.33,122,263.19,83.63,85999.7,37.04,80.04,37.84,PM2.5,0,26046,-1
20.89,16.36,1.72,1.68,2.8,14.73,1.51,119,262.78,89.26,86747.32,37.07,80.21,20.89,PM2.5,0,26047,-1
13.5,10.32,0.8,0.54,2.3,15.03,1.25,150,262.54,93.18,87198.3,37.1,80.37,15.03,O3,0,26048,-1
11.46,8.69,0.67,0.4,2.2,14.93,1.15,-118,262.53,94.47,87328.79,37.13,80.54,14.93,O3,0,26049,-1
11.21,8.51,0.69,0.44,2.2,14.66,2.47,-93,262.93,91.54,87290.68,37.16,80.7,14.66,O3,0,26050,500
10.77,8.16,0.64,0.39,2.2,14.44,3.45,-96,263.26,88.59,87160.92,37.19,80.87,14.44,O3,0,26051,500
10,7.53,0.53,0.25,2.1,14.44,3.95,-102,263.1,88.94,87051.7,37.22,81.04,14.44,O3,0,26052,500
9.5,7.14,0.48,0.2,2.1,14.3,4.02,-106,263.42,86.45,87051.77,37.25,81.2,14.3,O3,0,26053,500
9.17,6.89,0.46,0.18,2.1,14.25,4.12,-108,263.24,85.18,86978.39,37.28,81.37,14.25,O3,0,26054,500
8.94,6.72,0.45,0.18,2.1,14.2,4.42,-111,263.25,81.75,86682.07,37.31,81.53,14.2,O3,0,26055,75
8.73,6.56,0.45,0.19,2,14,4.62,-112,263.7,76.66,86454.29,37.34,81.7,14,O3,0,26056,75
8.61,6.46,0.44,0.2,2,13.87,4.81,-113,263.68,76.29,86466.95,37.37,81.87,13.87,O3,0,26057,75
8.5,6.38,0.44,0.21,2,13.76,5.18,-117,263.73,76.29,86509.73,37.4,82.03,13.76,O3,0,26058,75
8.41,6.31,0.44,0.23,2,13.68,5.46,-120,263.8,76.29,86538.98,37.43,82.2,13.68,O3,0,26059,75
8.31,6.23,0.43,0.24,2,13.61,5.55,-122,263.88,76.26,86650.6,37.46,82.37,13.61,O3,0,26060,75
8.21,6.15,0.43,0.27,2,13.53,5.79,-126,263.96,76.45,86785.57,37.49,82.54,13.53,O3,0,26061,75
8.14,6.09,0.43,0.3,2,13.44,6.08,-129,263.99,76.75,86857.91,37.51,82.7,13.44,O3,0,26062,75
8.06,6.03,0.43,0.31,2,13.38,6.17,-129,264.08,76.12,86905.37,37.54,82.87,13.38,O3,0,26063,75
7.93,5.94,0.43,0.28,2,13.31,6.15,-128,264.2,75.04,86967.7,37.57,83.04,13.31,O3,0,26064,75
7.76,5.81,0.43,0.28,2,13.34,6.12,-127,264.37,73.43,87033.86,37.6,83.2,13.34,O3,0,26065,75
7.57,5.67,0.44,0.29,2,13.08,6.31,-124,264.4,72.14,87028.42,37.63,83.37,13.08,O3,0,26066,75
7.36,5.51,0.44,0.33,2,13.08,6.64,-120,264.46,69.94,86973.36,37.65,83.54,13.08,O3,0,26067,75
7.14,5.36,0.43,0.35,2,13.1,7.06,-116,264.24,69.42,86970.27,37.68,83.71,13.1,O3,0,26068,18
6.94,5.21,0.43,0.36,2,13.18,7.55,-113,263.97,69.48,86992.21,37.71,83.88,13.18,O3,0,26069,18
6.76,5.07,0.43,0.36,2,13.27,7.75,-110,264.15,66.65,87002.47,37.73,84.04,13.27,O3,0,26070,18
6.57,4.94,0.43,0.34,2,13.39,7.48,-106,264.27,64.34,87057.09,37.76,84.21,13.39,O3,0,26071,18
6.4,4.81,0.42,0.32,2,13.46,7.33,-105,264.49,61.52,87063.88,37.79,84.38,13.46,O3,0,26072,18
6.21,4.67,0.42,0.3,2,13.49,7.74,-108,264.81,58.28,86977.98,37.81,84.55,13.49,O3,0,26073,18
6.04,4.54,0.42,0.29,1.9,13.56,8.34,-108,265.49,53.23,86868.75,37.84,84.72,13.56,O3,0,26074,18
5.87,4.42,0.42,0.28,1.9,13.65,8.77,-104,266.16,48.36,86684.42,37.86,84.88,13.65,O3,0,26075,18
5.73,4.31,0.42,0.27,1.9,13.77,9.14,-99,266.65,45.04,86408.79,37.89,85.05,13.77,O3,0,26076,18
5.61,4.23,0.42,0.27,1.9,13.87,9.2,-95,266.62,44.61,86087.12,37.91,85.22,13.87,O3,0,26077,18
5.53,4.16,0.41,0.26,1.9,13.9,8.5,-93,266.26,45.98,85920.41,37.94,85.39,13.9,O3,0,26078,18
5.41,4.07,0.41,0.25,1.9,13.83,7.32,-94,265.76,48.16,85850.09,37.96,85.56,13.83,O3,0,26079,18
5.19,3.9,0.38,0.2,1.9,13.71,6.3,-104,265.38,49.89,85807.75,37.99,85.73,13.71,O3,0,26080,18
4.91,3.69,0.35,0.16,1.9,13.57,5.9,-124,265.79,46.99,85883.06,38.01,85.9,13.57,O3,0,26081,-1
4.69,3.53,0.36,0.17,1.9,13.51,4.61,-142,268.69,32.49,86002.14,38.04,86.07,13.51,O3,0,26082,-1
3.59,2.74,0.32,0.17,1.8,14.31,1.04,-6,273.4,17.67,85508.84,38.06,86.24,14.31,O3,0,26083,-1
2.36,1.82,0.24,0.15,1.6,16.99,5.5,27,276.25,11.93,83996.23,38.08,86.41,16.99,O3,0,26084,706
1.74,1.35,0.16,0.12,1.4,19.5,9.64,24,277.77,8.72,81664.32,38.11,86.58,19.5,O3,0,26085,706
1.47,1.13,0.09,0.09,1.3,21.45,12.56,25,276.83,7.91,77482.06,38.13,86.75,21.45,O3,0,26086,706
1.67,1.25,0.07,0.07,1.3,22.19,14.13,27,276.15,7.9,75499.38,38.15,86.91,22.19,O3,0,26087,706
1.74,1.3,0.07,0.07,1.3,22.79,14.96,20,276.87,7.76,76641.81,38.18,87.08,22.79,O3,0,26088,706
1.74,1.3,0.06,0.07,1.3,22.72,13.07,21,276.62,6.73,75526.75,38.2,87.25,22.72,O3,0,26089,706
1.77,1.32,0.06,0.07,1.2,22.36,10.97,35,275.94,6.3,74919.02,38.22,87.42,22.36,O3,0,26090,3072
1.77,1.32,0.06,0.06,1.2,22.03,10.76,39,274.31,6.93,73957.74,38.24,87.59,22.03,O3,0,26091,3072
1.79,1.33,0.06,0.06,1.2,21.85,12.28,33,269.63,9.4,69579.87,38.27,87.76,21.85,O3,0,26092,3072
1.76,1.31,0.06,0.06,1.2,21.58,13.68,35,266.11,12.07,66302.7,38.29,87.93,21.58,O3,0,26093,3072
1.71,1.28,0.06,0.06,1.2,21.63,14.55,43,265.17,13.04,65558.93,38.31,88.11,21.63,O3,0,26094,357
1.7,1.26,0.06,0.05,1.2,21.63,14.34,50,266.04,12.67,66502.41,38.33,88.28,21.63,O3,0,26095,357
1.69,1.25,0.06,0.05,1.2,21.47,13.7,47,266.53,12.22,67452.41,38.35,88.45,21.47,O3,0,26096,357
1.69,1.25,0.06,0.05,1.2,21.27,13.68,44,266.05,11.65,66656.49,38.37,88.62,21.27,O3,0,26097,357
1.69,1.25,0.06,0.05,1.2,21.08,13.27,52,265.75,10.72,65741.35,38.39,88.79,21.08,O3,0,26098,357
1.69,1.25,0.06,0.04,1.2,20.91,12.87,65,264.8,10.37,64574.25,38.41,88.96,20.91,O3,0,26099,357
1.69,1.26,0.06,0.04,1.2,20.72,12.95,76,263.89,10.48,63655.13,38.43,89.13,20.72,O3,0,26100,1391
1.7,1.26,0.06,0.04,1.2,20.55,12.99,75,264.3,10.22,64402.72,38.45,89.3,20.55,O3,0,26101,1391
1.69,1.26,0.06,0.05,1.2,20.51,14.04,71,264.2,10.48,64319.51,38.47,89.47,20.51,O3,0,26102,1391
1.69,1.25,0.07,0.06,1.2,20.75,15.8,81,265.39,10.28,65194.52,38.49,89.64,20.75,O3,0,26103,36
1.71,1.28,0.07,0.07,1.2,20.31,14.51,97,268.83,9.41,68785.2,38.51,89.81,20.31,O3,0,26104,36
1.77,1.33,0.07,0.07,1.2,19.51,9.11,119,268.21,10.92,70828.02,38.53,89.98,19.51,O3,0,26105,-1
1.86,1.39,0.08,0.07,1.2,19.1,5.04,136,264.87,14,68912.92,38.55,90.16,19.1,O3,0,26106,-1
1.94,1.46,0.08,0.07,1.2,18.81,6.45,110,261.82,16.31,65219.02,38.57,90.33,18.81,O3,0,26107,-1
2,1.5,0.09,0.07,1.2,18.48,11.93,103,260.15,16.28,62720.2,38.59,90.5,18.48,O3,0,26108,36
2,1.5,0.09,0.06,1.2,19.06,15.55,101,261.13,14.96,62846.11,38.61,90.67,19.06,O3,0,26109,36
2.01,1.51,0.09,0.06,1.2,18.73,14.75,103,264.04,13.54,65253.27,38.62,90.84,18.73,O3,0,26110,36
2.23,1.68,0.11,0.07,1.2,17.83,5.78,108,264.4,16.27,68649.25,38.64,91.01,17.83,O3,0,26111,36
3.03,2.29,0.16,0.13,1.3,17.72,1.82,-36,260.53,31.56,71787.18,38.66,91.19,17.72,O3,0,26112,-1
3.14,2.38,0.17,0.12,1.3,18.81,1.5,-31,260.43,35.24,73133.14,38.68,91.36,18.81,O3,0,26113,-1
3.27,2.46,0.17,0.09,1.3,19.8,2.51,-131,261.33,31.46,72152.66,38.69,91.53,19.8,O3,0,26114,-1
3.03,2.27,0.16,0.07,1.2,20.05,1.39,-161,260.58,31.26,69149.92,38.71,91.7,20.05,O3,0,26115,-1
3.09,2.31,0.16,0.07,1.2,19.73,5.64,112,259.27,31.23,66287.8,38.73,91.87,19.73,O3,0,26116,-1
2.8,2.13,0.16,0.14,1.3,18.33,4.95,73,258.13,37.26,67680.8,38.75,92.05,18.33,O3,0,26117,1551
