country,language,budget,gross,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,director_name,duration,genres,movie_title,content_rating
UK,English,35000000,8324748,7.1,2013,21223,203,211,Pierre Morel,92,Action|Thriller,From Paris with Love,R
UK,English,35000000,28995450,6.1,2010,19230,406,904,Chris Buck,102,Adventure|Animation|Comedy|Family|Fantasy|Musical,Frozen,PG
USA,English,35000000,55291815,6,2016,28041,327,168,Ryan Coogler,85,Biography|Drama|Romance,Fruitvale Station,R
USA,English,35000000,17609982,6.2,2013,90046,9,7,Kabir Sadanand,134,Drama|Thriller,Fugly,
USA,English,35000000,13101142,5.7,2012,23916,77,32,Josh Schwartz,86,Adventure|Comedy,Fun Size,PG-13
USA,English,35000000,20275446,6.5,2012,95274,424,657,James Wan,140,Action|Crime|Thriller,Furious 7,PG-13
USA,English,35000000,10499968,5.7,2014,47498,101,84,Roger Kumble,92,Comedy|Family,Furry Vengeance,PG
USA,English,35000000,10499968,5.7,2014,47502,406,701,David Ayer,134,Action|Drama|War,Fury,R
USA,English,35000000,83299761,7.5,2013,117719,70,10,Karim Aïnouz,106,Drama,Futuro Beach,Unrated
USA,English,35000000,59699513,7.2,2010,20827,351,288,Jon M. Chu,122,Action|Adventure|Sci-Fi|Thriller,G.I. Joe: Retaliation,PG-13
USA,English,35000000,39026186,5.9,2011,48019,415,264,Ruben Fleischer,113,Action|Crime|Drama|Thriller,Gangster Squad,R
USA,English,35000000,183125,5.5,2012,36914,173,144,Etan Cohen,107,Comedy|Crime,Get Hard,R
USA,English,35000000,37481242,5.3,2010,40654,222,197,Nicholas Stoller,114,Comedy|Music,Get Him to the Greek,R
USA,English,35000000,21784432,5.6,2013,37493,165,104,Tate Taylor,139,Biography|Drama|Music,Get on Up,PG-13
USA,English,35000000,75274748,7.2,2015,130661,1,26,,60,Comedy|Drama|Romance,Get Real            ,
USA,English,35000000,21129348,7.4,2010,146364,146,109,Courtney Solomon,90,Action|Crime|Thriller,Getaway,PG-13
USA,English,35000000,10137502,7.4,2015,77394,17,57,,60,Documentary,Ghost Hunters            ,
USA,English,35000000,67523385,6.2,2012,104005,287,331,Mark Neveldine,96,Action|Fantasy|Thriller,Ghost Rider: Spirit of Vengeance,PG-13
Japan,English,35000000,110008260,6.3,2015,94241,464,1211,Paul Feig,116,Action|Comedy|Fantasy|Sci-Fi,Ghostbusters,PG-13
USA,English,35000000,10214013,5.4,2015,23072,464,1211,Paul Feig,116,Action|Comedy|Fantasy|Sci-Fi,Ghostbusters,PG-13
USA,English,35000000,66359959,6.9,2013,184641,63,33,Jon Knautz,99,Horror|Thriller,Girl House,
Norway,English,34000000,0,8.1,0,19164,64,28,Michael Hoffman Jr.,104,Comedy|Horror,Girls Gone Dead,R
USA,English,34000000,37432299,7.1,2015,50041,6,2,Kristin Rizzo,90,Documentary,Give Me Shelter,
USA,English,34000000,102413606,6.8,2014,310903,67,21,Kevin Tancharoen,84,Documentary|Music,Glee: The 3D Concert Movie,PG
Belgium,English,34000000,4091,6.3,2013,4265,8,10,Carmen Marron,105,Drama|Musical,Go for It!,PG-13
USA,English,33000000,35057332,6.5,2012,45394,12,5,Jon Knautz,93,Drama|Horror|Mystery|Thriller,Goddess of Love,
France,English,33000000,99462,7.1,2013,11347,29,102,Harold Cronk,120,Drama,God's Not Dead 2,PG
USA,English,32500000,169076745,6.8,2011,218711,184,273,Alex Proyas,126,Action|Adventure|Fantasy,Gods of Egypt,PG-13
USA,English,32000000,37911876,4.4,2011,19671,1,13,Hideaki Anno,120,Action|Adventure|Drama|Horror|Sci-Fi,Godzilla Resurgence,
USA,English,32000000,17797316,6.3,2010,50523,1,13,Hideaki Anno,120,Action|Adventure|Drama|Horror|Sci-Fi,Godzilla Resurgence,
USA,English,32000000,13763130,6.3,2010,87768,167,113,Nanette Burstein,102,Comedy|Romance,Going the Distance,R
USA,English,32000000,54696902,7.5,2011,379462,10,25,,55,Crime|Drama|Thriller,Gomorrah            ,TV-MA
USA,English,32000000,16377274,7.1,2012,105144,568,1127,David Fincher,149,Crime|Drama|Mystery|Thriller,Gone Girl,R
USA,English,32000000,13303319,6.7,2011,136367,0,0,,43,Comedy|Drama|Reality-TV|Romance,"Gone, Baby, Gone            ",TV-14
USA,English,32000000,101470202,6.7,2013,310540,42,43,Tyler Perry,110,Comedy|Drama|Romance,Good Deeds,PG-13
UK,English,31500000,14268533,6.3,2016,17319,4,3,Jim Issa,84,Comedy,Good Intentions,PG-13
USA,English,31000000,11854694,6.5,2010,14281,166,68,Andrew Niccol,102,Drama|Thriller,Good Kill,R
USA,English,31000000,93749203,7.3,2012,264047,218,154,Rob Letterman,103,Adventure|Comedy|Family|Fantasy|Horror,Goosebumps,PG
USA,English,31000000,58879132,6.1,2015,66123,218,154,Rob Letterman,103,Adventure|Comedy|Family|Fantasy|Horror,Goosebumps,PG
Norway,Norwegian,30300000,1196752,7.6,2011,79353,187,70,Jon Wright,94,Comedy|Horror|Sci-Fi|Thriller,Grabbers,Not Rated
Russia,Russian,30000000,0,4.1,2015,393,132,62,Olivier Dahan,103,Biography|Drama|Romance,Grace of Monaco,
UK,English,30000000,4463292,6.9,2011,34488,15,21,Brad J. Silverman,102,Drama|Music,Grace Unplugged,PG
Australia,English,30000000,0,5.2,2012,11482,116,235,Colin Minihan,92,Horror,Grave Encounters,Not Rated
USA,English,30000000,35266619,5.9,2013,108242,738,1885,Alfonso Cuarón,91,Adventure|Drama|Sci-Fi|Thriller,Gravity,PG-13
USA,English,30000000,35266619,5.9,2013,108248,436,550,Martin Campbell,123,Action|Adventure|Sci-Fi,Green Lantern,PG-13
USA,English,30000000,10880926,6.5,2013,54147,322,125,Jeremy Saulnier,95,Crime|Horror|Music|Thriller,Green Room,R
USA,English,30000000,30523568,6.2,2014,54447,25,13,James Nunn,93,Action|Drama,Green Street 3: Never Back Down,R
USA,English,30000000,18298649,6.4,2011,85024,266,261,Paul Greengrass,115,Action|Drama|Thriller|War,Green Zone,R
USA,English,30000000,30513940,6.9,2014,15843,57,32,Leon Ford,90,Comedy|Drama|Romance|Sci-Fi,Griff the Invisible,PG-13
Switzerland,English,30000000,0,5.7,2014,12410,0,1,Frank Lotito,102,Comedy|Drama|Family,Growing Up Smith,PG-13
USA,English,30000000,40247512,6.8,2011,159198,139,255,Dennis Dugan,101,Comedy,Grown Ups 2,PG-13
Japan,Japanese,30000000,0,6.5,2013,8227,179,311,Dennis Dugan,102,Comedy,Grown Ups,PG-13
USA,English,30000000,10134754,4.8,2011,9682,211,115,Peter Segal,113,Comedy|Sport,Grudge Match,PG-13
USA,English,30000000,63536011,6.3,2012,34258,653,1097,James Gunn,121,Action|Adventure|Sci-Fi,Guardians of the Galaxy,PG-13
UK,English,30000000,48043505,7.7,2010,435864,184,121,Rob Letterman,85,Adventure|Comedy|Family|Fantasy,Gulliver's Travels,PG
USA,English,30000000,35565975,6.1,2011,49205,15,27,William Phillips,89,Action|Comedy|Drama|Western,Gunless,
USA,English,30000000,116631310,7.2,2013,87665,18,1,Rania Attieh,93,Drama|Sci-Fi|Thriller,H.,
UK,English,30000000,1865774,7,2015,87682,423,302,Ethan Coen,106,Comedy|Mystery,"Hail, Caesar!",PG-13
USA,English,30000000,53021560,6.5,2010,74630,237,143,Bobby Farrelly,111,Comedy|Romance,Hall Pass,R
USA,English,30000000,66468315,7.4,2012,428916,0,1,Jonathan Jakubowicz,105,Action|Biography|Drama|Sport,Hands of Stone,R
USA,English,30000000,32357532,6.7,2010,143368,417,438,Joe Wright,111,Action|Drama|Thriller,Hanna,PG-13
USA,English,30000000,537580,6.8,2011,52972,103,270,,44,Crime|Drama|Horror|Mystery|Thriller,Hannibal            ,TV-14
USA,English,30000000,71038190,4.4,2015,23473,46,11,Duane Journey,86,Comedy|Horror,Hansel & Gretel Get Baked,
USA,English,30000000,19316646,5.6,2013,52069,349,304,Tommy Wirkola,98,Action|Fantasy|Horror,Hansel & Gretel: Witch Hunters,R
USA,English,30000000,17120019,6.5,2012,83097,65,23,Joe Swanberg,82,Comedy|Drama,Happy Christmas,R
USA,English,30000000,23070045,5.9,2011,47003,156,79,George Miller,100,Animation|Comedy|Family|Musical,Happy Feet 2,PG
USA,English,30000000,46875468,7.6,2015,196217,11,59,,58,Crime|Drama,Happy Valley            ,TV-MA
USA,English,30000000,32154410,7.1,2013,148327,121,28,Aleksey German,177,Drama|Sci-Fi,Hard to Be a God,Not Rated
USA,English,30000000,32154410,7.1,2013,148334,2,5,Johnny Remo,112,Action|Drama,Hardflip,PG-13
USA,English,30000000,52418902,7.5,2015,147128,62,28,Shinji Aramaki,115,Adventure|Animation|Sci-Fi,Harlock: Space Pirate,Not Rated
USA,English,30000000,42385520,6.2,2010,47297,4,2,Matt Birch,,Fantasy,Harry Potter and the Deathly Hallows: Part I,
UK,English,30000000,17750583,7.2,2015,93548,1,2,Matt Birch,,Action|Fantasy,Harry Potter and the Deathly Hallows: Part II,
USA,English,30000000,42043633,7,2012,277172,13,5,Terron R. Parsons,93,Crime|Drama|Horror,Hayride,Not Rated
USA,English,30000000,21426805,4.9,2011,49312,394,397,Steven Soderbergh,93,Action|Thriller,Haywire,R
USA,English,30000000,28644770,6.2,2012,78974,284,121,Morten Tyldum,100,Crime|Drama|Thriller,Headhunters,R
USA,English,30000000,22525921,5.9,2013,60596,82,153,Randall Wallace,99,Biography|Drama,Heaven Is for Real,PG
USA,English,30000000,125014030,6.8,2012,145852,44,57,Scott Mann,93,Action|Crime|Thriller,Heist,R
UK,English,30000000,61094903,6.9,2011,210542,44,57,Scott Mann,93,Action|Crime|Thriller,Heist,R
UK,English,30000000,61094903,6.9,2011,210548,87,15,Amat Escalante,105,Crime|Drama|Romance,Heli,Not Rated
USA,English,30000000,0,5.6,2015,36487,3,1,Barrett Esposito,67,Animation|Family,Henry & Me,PG
USA,English,30000000,26687172,7.3,2011,15600,0,2,Damir Catic,89,Horror,Her Cry: La Llorona Investigation,Not Rated
UK,English,29000000,0,7.1,2016,2167,574,748,Spike Jonze,126,Drama|Romance|Sci-Fi,Her,R
USA,English,29000000,183436380,6.5,2015,97697,245,269,Brett Ratner,101,Action|Adventure,Hercules,PG-13
USA,English,29000000,63034755,5.3,2016,16984,245,269,Brett Ratner,101,Action|Adventure,Hercules,PG-13
USA,English,28000000,30688364,6.2,2014,69355,154,112,Frank Coraci,105,Action|Comedy|Sport,Here Comes the Boom,PG
Germany,English,28000000,37053924,6.1,2011,77935,315,323,Clint Eastwood,129,Drama|Fantasy,Hereafter,PG-13
USA,English,28000000,25977365,6.5,2014,87950,2,1,Eric Bugbee,98,Action|Drama|Sport,Heroes of Dirt,PG-13
USA,English,28000000,66950483,6.2,2014,29738,75,379,,60,Drama|Fantasy|Sci-Fi|Thriller,Heroes            ,TV-14
France,English,28000000,20285518,5.7,2014,32103,134,99,Spencer Susser,106,Drama,Hesher,R
USA,English,28000000,28751715,6.6,2013,202967,9,7,Mikel Rueda,96,Drama|Romance,Hidden Away,Unrated
USA,English,28000000,63910583,6.6,2013,106755,8,3,Matt Walsh,87,Comedy,High Road,R
USA,English,28000000,6998324,6.1,2015,11476,68,34,Vera Farmiga,109,Drama,Higher Ground,R
USA,English,28000000,10907291,5.8,2016,23775,176,104,David Palmer,100,Action|Comedy|Romance,Hit and Run,R
USA,English,28000000,71346930,6.7,2013,78008,3,11,,60,Drama|Romance,Hit the Floor            ,
USA,English,28000000,161029270,7.9,2015,119928,20,8,David Cross,96,Comedy|Drama,Hits,
USA,English,28000000,70235322,7.8,2015,182983,272,230,Jason Eisener,86,Action|Comedy|Thriller,Hobo with a Shotgun,Not Rated
USA,English,28000000,3254172,6.2,2013,29282,332,110,Leos Carax,115,Drama|Fantasy,Holy Motors,Not Rated
USA,English,28000000,24268828,5.4,2010,29971,11,82,,22,Animation|Comedy|Drama,Home Movies            ,TV-PG
USA,English,27220000,0,6.4,2013,43879,10,32,David Boyd,113,Drama|Sport,Home Run,PG-13
USA,English,27000000,0,5,2016,60,165,214,Tim Johnson,94,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home,PG
USA,English,27000000,41008532,6.7,2016,19611,165,214,Tim Johnson,94,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home,PG
USA,English,27000000,38536376,3.6,2011,15866,165,214,Tim Johnson,94,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home,PG
USA,English,26000000,0,4,2015,5006,203,154,Gary Fleder,100,Action|Crime|Drama|Thriller,Homefront,R
USA,English,26000000,30659817,6.4,2013,59805,77,38,Mike Disa,86,Animation|Comedy|Family,Hoodwinked Too! Hood vs. Evil,PG
USA,English,26000000,40168080,5.2,2010,80870,156,82,Tim Hill,95,Adventure|Animation|Comedy|Family|Fantasy,Hop,PG
USA,English,26000000,49874933,6.5,2013,161168,234,178,David Frankel,100,Comedy|Drama|Romance,Hope Springs,PG-13
USA,English,26000000,12276810,6.5,2015,57674,196,187,Sean Anders,116,Comedy|Crime,Horrible Bosses 2,R
Chile,English,26000000,12188642,6.9,2015,21098,340,387,Seth Gordon,106,Comedy|Crime,Horrible Bosses,R
USA,English,26000000,26761283,6.7,2014,43084,1,1,Joel Paul Reisig,108,Family,Horse Camp,PG
USA,English,26000000,16005978,6.4,2012,72886,155,118,Anne Fletcher,87,Action|Comedy|Crime,Hot Pursuit,PG-13
Russia,Russian,26000000,0,5.4,2014,3170,107,96,Steve Pink,99,Comedy|Sci-Fi,Hot Tub Time Machine 2,R
France,English,25500000,41229,6.5,2013,14612,265,243,Steve Pink,101,Comedy|Sci-Fi,Hot Tub Time Machine,R
USA,English,25000000,52528330,4.7,2013,4265,152,97,Genndy Tartakovsky,89,Animation|Comedy|Family|Fantasy,Hotel Transylvania 2,PG
France,French,25000000,0,6.8,2011,15790,256,168,Genndy Tartakovsky,91,Animation|Comedy|Family|Fantasy,Hotel Transylvania,PG
USA,English,25000000,37738400,7.3,2013,67797,4,6,David Worth,91,Horror|Thriller,House at the End of the Drive,R
France,English,25000000,0,7.2,2011,96480,224,160,Mark Tonderai,101,Drama|Horror|Thriller,House at the End of the Street,PG-13
USA,English,25000000,66489425,6.5,2012,101977,166,83,Gerard Johnstone,107,Comedy|Horror|Mystery,Housebound,Not Rated
USA,English,25000000,80014842,6.3,2010,104356,10,43,Sajid Khan,144,Comedy,Housefull,
USA,English,25000000,24042490,5.6,2010,40776,168,196,James L. Brooks,121,Comedy|Drama|Romance,How Do You Know,PG-13
USA,English,25000000,28831145,6.8,2014,39357,148,83,Christian Ditter,110,Comedy|Romance,How to Be Single,R
UK,English,25000000,0,6.2,2011,34338,3,4,Mark Griffiths,84,Comedy|Romance,How to Fall in Love,TV-G
USA,English,25000000,1512815,5.8,2016,8885,292,343,Dean DeBlois,102,Action|Adventure|Animation|Comedy|Family|Fantasy,How to Train Your Dragon 2,PG
USA,English,25000000,30920167,5.7,2012,6476,288,492,Dean DeBlois,98,Adventure|Animation|Family|Fantasy,How to Train Your Dragon,PG
China,Cantonese,25000000,129115,6.5,2014,5900,682,678,Martin Scorsese,126,Adventure|Drama|Family|Mystery,Hugo,PG
France,French,25000000,183662,7.1,2010,18395,288,329,D.J. Caruso,109,Action|Adventure|Sci-Fi|Thriller,I Am Number Four,PG-13
USA,English,25000000,134904,5.7,2010,2395,23,50,Chuck Russell,92,Action|Crime|Drama|Thriller,I Am Wrath,R
USA,English,25000000,36447959,7,2014,35833,169,68,Douglas McGrath,89,Comedy|Romance,I Don't Know How She Does It,PG-13
USA,English,25000000,14637490,4.8,2010,16411,140,160,Mike Cahill,106,Drama|Romance|Sci-Fi,I Origins,R
USA,English,25000000,14637490,4.8,2010,16411,225,209,Steven R. Monroe,105,Horror|Thriller,I Spit on Your Grave,R
USA,English,25000000,70625986,6.2,2011,168717,4,31,Ray Griggs,92,Documentary,I Want Your Money,PG
France,English,25000000,717753,6.1,2012,33107,308,194,Stuart Beattie,92,Action|Fantasy|Sci-Fi|Thriller,"I, Frankenstein",PG-13
USA,English,25000000,77264926,6.1,2012,21176,233,139,Steve Martino,88,Adventure|Animation|Comedy|Family,Ice Age: Continental Drift,PG
USA,English,25000000,0,4.1,2014,1084,269,123,Pawel Pawlikowski,82,Drama,Ida,PG-13
USA,English,25000000,134141530,6.2,2014,75903,275,232,Seth Gordon,120,Comedy|Crime,Identity Thief,R
USA,English,25000000,18860403,4,2011,20823,141,132,R.J. Cutler,107,Drama|Fantasy|Music|Romance,If I Stay,PG-13
Russia,Russian,25000000,0,5.2,2010,891,284,405,Tarsem Singh,110,Action|Drama|Fantasy|Romance,Immortals,R
USA,English,25000000,10324441,5.8,2011,27117,289,161,Ron Howard,122,Action|Adventure|Biography|Drama|History|Thriller,In the Heart of the Sea,PG-13
UK,English,25000000,4756,5.4,2013,4191,1,24,,60,Crime|Drama|Mystery,In the Heat of the Night            ,
USA,English,25000000,42478175,7.2,2015,93767,110,180,Angelina Jolie Pitt,127,Drama|Romance|War,In the Land of Blood and Honey,R
USA,English,25000000,11538204,7,2010,23696,17,10,Uwe Boll,86,Action|Adventure|Fantasy|Thriller,In the Name of the King: The Last Job,R
USA,English,25000000,16969390,5.3,2013,80861,360,463,Andrew Niccol,109,Action|Sci-Fi|Thriller,In Time,PG-13
USA,English,25000000,93571803,7.9,2010,275869,226,156,Denis Villeneuve,139,Drama|Mystery|War,Incendies,R
USA,English,25000000,33631221,6,2014,48559,642,2803,Christopher Nolan,148,Action|Adventure|Sci-Fi|Thriller,Inception,PG-13
USA,English,25000000,33631221,6,2014,48562,286,520,Roland Emmerich,120,Action|Adventure|Sci-Fi,Independence Day: Resurgence,PG-13
South Africa,English,25000000,45089048,6.5,2014,86251,10,12,W.D. Hogan,90,Action|Sci-Fi,Independence Daysaster,PG-13
USA,English,25000000,59073773,8.1,2014,475518,50,23,Lisanne Pajot,103,Documentary,Indie Game: The Movie,Not Rated
USA,English,25000000,51533608,6.8,2011,203111,63,3,James Schamus,110,Drama,Indignation,R
USA,English,25000000,169705587,8.1,2011,318955,36,20,Ruba Nadda,93,Drama|Mystery|Romance|Thriller,Inescapable,R
UK,English,25000000,14946229,7.3,2016,2581,401,242,Paul Thomas Anderson,148,Comedy|Crime|Drama|Mystery|Romance,Inherent Vice,R
USA,English,25000000,23527955,6.4,2010,74691,171,129,Charles Ferguson,105,Crime|Documentary,Inside Job,PG-13
USA,English,25000000,60443237,6.5,2012,76882,535,313,Ethan Coen,104,Drama|Music,Inside Llewyn Davis,R
USA,English,25000000,51853450,6.6,2012,37398,536,773,Pete Docter,95,Adventure|Animation|Comedy|Drama|Family|Fantasy,Inside Out,PG
France,English,25000000,16027866,5.1,2015,26767,318,269,James Wan,106,Fantasy|Horror|Thriller,Insidious: Chapter 2,PG-13
USA,English,25000000,13651662,8.2,2011,332276,242,183,Leigh Whannell,97,Fantasy|Horror|Thriller,Insidious: Chapter 3,PG-13
USA,English,24000000,23225911,6.5,2010,80574,445,752,James Wan,103,Fantasy|Horror|Mystery|Thriller,Insidious,PG-13
USA,English,24000000,9639242,4.9,2011,16437,41,81,Eugenio Derbez,115,Comedy|Drama,Instructions Not Included,PG-13
USA,English,24000000,25003072,5.5,2010,72552,263,258,Robert Schwentke,119,Adventure|Sci-Fi|Thriller,Insurgent,PG-13
USA,English,24000000,65182182,5.7,2014,15310,712,2725,Christopher Nolan,169,Adventure|Drama|Sci-Fi,Interstellar,PG-13
France,English,24000000,0,2,2014,3279,48,38,David Hackl,94,Action|Horror|Thriller,Into the Grizzly Maze,R
UK,English,23000000,15785632,7.5,2016,32507,228,210,Steven Quale,89,Action|Thriller,Into the Storm,PG-13
UK,English,23000000,15785632,7.5,2016,32513,321,779,Rob Marshall,125,Adventure|Comedy|Drama|Fantasy|Musical,Into the Woods,PG
Ireland,English,23000000,18934858,5.8,2011,72646,78,45,Wilson Yip,105,Action|Biography|Drama|History,Ip Man 3,PG-13
USA,English,23000000,25556065,8,2013,355126,453,723,Jon Favreau,124,Action|Adventure|Sci-Fi,Iron Man 2,PG-13
USA,English,23000000,6923891,6.3,2011,43867,608,1187,Shane Black,195,Action|Adventure|Sci-Fi,Iron Man 3,PG-13
Australia,English,22500000,4190530,7.1,2014,53341,91,103,Jonathan English,121,Action|Adventure|History|Romance,Ironclad,R
UK,English,22000000,2963012,6.3,2014,48873,18,1,Thomas Lilti,102,Comedy|Drama,Irreplaceable,
USA,English,22000000,49002815,6.4,2012,15665,533,631,David Robert Mitchell,100,Horror|Mystery,It Follows,R
USA,English,22000000,9528092,6.8,2010,38513,31,16,Gurinder Chadha,100,Comedy|Drama|Horror|Romance,It's a Wonderful Afterlife,PG-13
UK,English,22000000,29997095,6.4,2016,60926,79,151,,22,Comedy,It's Always Sunny in Philadelphia            ,TV-MA
USA,English,22000000,19783777,6.5,2013,82804,163,150,Anna Boden,101,Comedy|Drama|Romance,It's Kind of a Funny Story,PG-13
USA,English,22000000,11326836,6.8,2013,83171,392,279,Clint Eastwood,137,Biography|Crime|Drama,J. Edgar,R
USA,English,22000000,59696176,5.6,2014,15448,50,286,Yash Chopra,176,Drama|Romance,Jab Tak Hai Jaan,Not Rated
USA,English,22000000,1796024,5.4,2010,34985,156,264,Dennis Dugan,91,Comedy,Jack and Jill,PG
USA,English,22000000,54235441,7.3,2014,52894,387,448,Christopher McQuarrie,130,Action|Crime|Mystery|Thriller,Jack Reacher,PG-13
Spain,Spanish,22000000,0,6.7,2013,6920,387,448,Christopher McQuarrie,130,Action|Crime|Mystery|Thriller,Jack Reacher,PG-13
USA,English,22000000,3247816,6.3,2010,36145,313,289,Kenneth Branagh,105,Action|Drama|Thriller,Jack Ryan: Shadow Recruit,PG-13
USA,English,21000000,52691009,6.6,2011,18727,338,205,Bryan Singer,114,Adventure|Fantasy,Jack the Giant Slayer,PG-13
USA,English,21000000,132088910,7.8,2012,533607,156,81,Jeff Tremaine,101,Action|Comedy|Documentary,Jackass 3D,R
USA,English,21000000,958319,6.7,2011,39764,123,56,Gavin O'Connor,98,Action|Drama|Western,Jane Got a Gun,R
USA,English,20000000,56667870,8.1,2013,439176,267,297,Paul Greengrass,123,Action|Thriller,Jason Bourne,PG-13
Georgia,English,20000000,17149,5.6,2011,12128,182,112,Jay Duplass,83,Comedy|Drama,"Jeff, Who Lives at Home",R
USA,English,20000000,5749134,7,2014,45799,249,190,Clint Eastwood,134,Biography|Drama|Music|Musical,Jersey Boys,R
USA,English,20000000,25077977,5.3,2010,10986,0,14,,30,Comedy,Jesse            ,
USA,English,20000000,55461307,6.7,2016,4654,232,118,David Gordon Green,117,Drama,Joe,R
USA,English,20000000,55461307,6.7,2016,4654,462,738,Andrew Stanton,132,Action|Adventure|Sci-Fi,John Carter,PG-13
USA,English,20000000,100292856,5.7,2011,160418,152,142,Oliver Parker,101,Action|Adventure|Comedy|Crime,Johnny English Reborn,PG
USA,English,20000000,8888355,5,2013,7894,178,176,Jimmy Hayward,81,Action|Drama|Fantasy|Thriller|Western,Jonah Hex,PG-13
USA,English,20000000,13650738,6.6,2015,61360,178,133,Brad Peyton,94,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Journey 2: The Mysterious Island,PG
USA,English,20000000,6002756,7.2,2012,24997,315,256,David O. Russell,124,Biography|Comedy|Drama,Joy,PG-13
USA,English,20000000,2246000,7,2015,2302,98,71,Todd Graff,118,Comedy|Music,Joyful Noise,PG-13
USA,English,20000000,0,4.8,2014,50,2,2,Blaz Zavrsnik,83,Comedy,Julija in alfa Romeo,
USA,English,20000000,1183354,5.1,2010,13026,52,59,Salim Akil,112,Comedy|Drama,Jumping the Broom,PG-13
USA,English,20000000,23393765,6.3,2014,31323,8,2,Taedong Park,85,Adventure|Animation,Jungle Shuffle,
Panama,English,20000000,0,7.2,2016,178,384,720,Lana Wachowski,127,Action|Adventure|Sci-Fi,Jupiter Ascending,PG-13
USA,English,20000000,8093318,6.7,2014,61935,644,1290,Colin Trevorrow,124,Action|Adventure|Sci-Fi|Thriller,Jurassic World,PG-13
USA,English,20000000,117224271,7.1,2010,47794,204,203,Dennis Dugan,117,Comedy|Romance,Just Go with It,PG-13
South Africa,English,20000000,0,5.8,2013,4006,70,36,Sanaa Hamri,100,Comedy|Romance|Sport,Just Wright,PG
UK,English,20000000,12134420,7.2,2010,92237,84,233,Jon M. Chu,115,Documentary|Music,Justin Bieber: Never Say Never,G
Mexico,English,20000000,6420319,7.4,2015,15978,6,15,Wajahat Rauf,,Comedy|Family,Karachi se Lahore,
France,English,20000000,14291570,6.1,2012,82082,68,50,Dan Cutforth,93,Documentary|Music,Katy Perry: Part of Me,PG
Russia,English,20000000,7268659,5.6,2013,59248,129,84,Peter Atencio,100,Action|Comedy,Keanu,R
USA,English,20000000,65623128,4.8,2012,7354,5,8,Leslie Small,89,Comedy|Documentary,Kevin Hart: Laugh at My Pain,R
Canada,English,20000000,71588220,6.2,2013,134869,26,30,Leslie Small,75,Comedy|Documentary,Kevin Hart: Let Me Explain,R
USA,English,20000000,42652003,6.8,2015,18915,23,31,Ashish R. Mohan,141,Action|Comedy,Khiladi 786,Not Rated
UK,English,20000000,56154094,7.6,2016,44723,39,12,Anthony Silverston,85,Adventure|Animation|Family,Khumba,Not Rated
Hungary,English,20000000,23179303,5.8,2011,32951,350,378,Jeff Wadlow,103,Action|Comedy|Crime,Kick-Ass 2,R
USA,English,20000000,28876924,7.1,2016,4303,447,801,Matthew Vaughn,117,Action|Comedy,Kick-Ass,R
USA,English,20000000,36874745,6.3,2016,12276,2,1,John Stockwell,90,Action,Kickboxer: Vengeance,
Canada,English,20000000,45670855,5.6,2010,67978,6,6,Justin Tipping,80,Adventure,Kicks,R
USA,English,20000000,32014289,3.5,2013,50337,255,209,Ben Wheatley,95,Crime|Horror|Thriller,Kill List,Not Rated
UK,English,20000000,52066000,7.5,2014,61114,163,99,Michael Cuesta,112,Biography|Crime|Drama|Mystery|Thriller,Kill the Messenger,R
USA,English,20000000,31584722,6.4,2010,101730,189,157,Gary McKendry,116,Action|Crime|Thriller,Killer Elite,R
France,English,20000000,17529157,5,2012,49888,376,216,William Friedkin,98,Crime|Drama|Romance|Thriller,Killer Joe,R
USA,English,20000000,44988180,8.1,2015,195333,140,120,Robert Luketic,100,Action|Comedy|Romance|Thriller,Killers,PG-13
USA,English,20000000,0,5.6,2015,21833,414,369,Andrew Dominik,97,Crime|Thriller,Killing Them Softly,R
USA,English,20000000,57744720,6.2,2010,46961,41,106,Anurag Basu,90,Action|Drama|Romance|Thriller,Kites,
USA,English,20000000,84518155,4.9,2014,35965,283,348,James Mangold,117,Action|Comedy|Romance,Knight and Day,PG-13
USA,English,20000000,35596227,6.3,2010,79461,198,181,Michael Dougherty,98,Comedy|Fantasy|Horror,Krampus,PG-13
USA,English,20000000,3749061,4.9,2012,28629,65,26,Teddy Chan,100,Action|Drama,Kung Fu Killer,
USA,English,20000000,137387272,7.5,2013,300110,284,209,Jennifer Yuh Nelson,90,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda 2,PG
USA,English,20000000,39103378,6.5,2010,93272,210,145,Alessandro Carloni,95,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda 3,PG
USA,English,20000000,31146570,6.9,2010,55441,18,15,Kat Coiro,100,Comedy,L!fe Happens,R
USA,English,20000000,82624961,7.3,2011,205284,94,27,Eric Lartigau,106,Comedy|Drama|Music,La Famille Bélier,
USA,English,20000000,62933793,5.8,2010,62421,217,111,Jason Reitman,111,Drama,Labor Day,PG-13
USA,English,20000000,1064277,6.7,2012,14015,218,184,Tom Hanks,98,Comedy|Drama|Romance,Larry Crowne,PG-13
USA,English,20000000,263365,5.4,2010,6147,4,87,,30,Comedy,Last Man Standing            ,TV-PG
